sample	disposition	genbank_accession	biosample_acc
SRR1661305	Available	GCA_042061795.1	SAMN03201651
SRR1661199	Available	GCA_042063085.1	SAMN03201545
SRR1661318	Available	GCA_042110325.1	SAMN03201664
SRR1661236	Available	GCA_042111465.1	SAMN03201582
SRR1661266	Available	GCA_042111225.1	SAMN03201612
SRR1661177	Available	GCA_042111645.1	SAMN03201523
DRR124731	Available	GCA_042060715.1	SAMD00099443
DRR124733	Available	GCA_042060695.1	SAMD00099445
DRR124808	Available	GCA_042059235.1	SAMD00099520
DRR124885	Available	GCA_042057735.1	SAMD00099597
DRR124707	Available	GCA_042061155.1	SAMD00099419
DRR124842	Available	GCA_042058755.1	SAMD00099554
DRR124850	Available	GCA_042058435.1	SAMD00099562
DRR124852	Available	GCA_042058395.1	SAMD00099564
DRR124704	Available	GCA_042061195.1	SAMD00099416
DRR124696	Available	GCA_042061375.1	SAMD00099408
DRR124787	Available	GCA_042059655.1	SAMD00099499
DRR124766	Available	GCA_042060075.1	SAMD00099478
DRR124836	Available	GCA_042058635.1	SAMD00099548
DRR124890	Available	GCA_042057635.1	SAMD00099602
SRR7226379	Available	GCA_042057535.1	SAMN09273338
DRR117956	Available	GCA_042056695.1	SAMD00105876
DRR117964	Available	GCA_042056535.1	SAMD00105884
DRR117972	Available	GCA_042056395.1	SAMD00105892
SRR6765335	Available	GCA_042054315.1	SAMN08583232
SRR6765374	Available	GCA_042053815.1	SAMN08583398
SRR6765407	Available	GCA_042053295.1	SAMN08583303
SRR6765457	Available	GCA_042052545.1	SAMN08583334
SRR6765539	Available	GCA_042051275.1	SAMN08583322
SRR6765594	Available	GCA_042050515.1	SAMN08583184
SRR6765711	Available	GCA_042048995.1	SAMN08583385
SRR6765724	Available	GCA_042048855.1	SAMN08583192
DRR117976	Available	GCA_042056435.1	SAMD00105896
ERR1469745	Available	GCA_042010925.1	SAMEA3374717
ERR1469755	Available	GCA_042010555.1	SAMEA3374727
ERR1514677	Available	GCA_042009745.1	SAMEA3431687
ERR1514697	Available	GCA_042009285.1	SAMEA3431714
ERR1514804	Available	GCA_042007245.1	SAMEA3432427
ERR1514814	Available	GCA_042007005.1	SAMEA3432437
ERR1514816	Available	GCA_042006965.1	SAMEA3432439
ERR1528302	Available	GCA_042002985.1	SAMEA3431900
ERR1549722	Available	GCA_042001425.1	SAMEA3468161
ERR1555191	Available	GCA_041999345.1	SAMEA3468250
ERR1555215	Available	GCA_041977885.1	SAMEA3468274
ERR1514809	Available	GCA_042007085.1	SAMEA3432432
ERR1555166	Available	GCA_041999785.1	SAMEA3468212
ERR1555184	Available	GCA_041999445.1	SAMEA3468243
ERR1555186	Available	GCA_041999405.1	SAMEA3468245
ERR1560812	Available	GCA_041976415.1	SAMEA3485601
ERR1602754	Available	GCA_041973605.1	SAMEA3485380
ERR349901	Available	GCA_041972145.1	SAMEA2074564
ERR388301	Available	GCA_041955245.1	SAMEA2080306
ERR388309	Available	GCA_041955175.1	SAMEA2076727
ERR388318	Available	GCA_041955015.1	SAMEA2076730
ERR388328	Available	GCA_041954595.1	SAMEA2080315
ERR388432	Available	GCA_041953065.1	SAMEA2077273
ERR363625	Available	GCA_041952015.1	SAMEA2161241
ERR363647	Available	GCA_041951775.1	SAMEA2160883
ERR363658	Available	GCA_041951505.1	SAMEA2143521
ERR388331	Available	GCA_041954545.1	SAMEA2080316
ERR363577	Available	GCA_041971175.1	SAMEA2144471
ERR363579	Available	GCA_041971105.1	SAMEA2162035
ERR363595	Available	GCA_041952475.1	SAMEA2144510
ERR363663	Available	GCA_041970865.1	SAMEA2143785
ERR363665	Available	GCA_041951485.1	SAMEA2151892
ERR449490	Available	GCA_041951035.1	SAMEA2201898
ERR349925	Available	GCA_041956935.1	SAMEA2074550
ERR363631	Available	GCA_041951915.1	SAMEA2145272
ERR388296	Available	GCA_041955375.1	SAMEA2076402
ERR388314	Available	GCA_041971665.1	SAMEA2076407
DRR117988	Available	GCA_042056055.1	SAMD00105908
DRR117996	Available	GCA_042055865.1	SAMD00105916
DRR129087	Available	GCA_042055635.1	SAMD00116662
SRR6765385	Available	GCA_042053595.1	SAMN08583397
SRR6765415	Available	GCA_042053195.1	SAMN08583489
SRR6765463	Available	GCA_042052475.1	SAMN08583332
SRR6765488	Available	GCA_042052115.1	SAMN08583596
SRR6765515	Available	GCA_042051615.1	SAMN08583216
SRR6765588	Available	GCA_042050535.1	SAMN08583188
ERR3623133	Available	GCA_042048675.1	SAMEA6124262
ERR3623158	Available	GCA_042048255.1	SAMEA6124286
ERR3623196	Available	GCA_042047475.1	SAMEA6124324
ERR3623237	Available	GCA_042046695.1	SAMEA6124364
ERR3623361	Available	GCA_042046475.1	SAMEA6124376
ERR3623368	Available	GCA_042046375.1	SAMEA6124383
ERR3623420	Available	GCA_042045775.1	SAMEA6124435
ERR3623425	Available	GCA_042045675.1	SAMEA6124440
ERR3623430	Available	GCA_042045635.1	SAMEA6124444
ERR3623437	Available	GCA_042045455.1	SAMEA6124451
ERR3623439	Available	GCA_042045415.1	SAMEA6124453
ERR3623440	Available	GCA_042045375.1	SAMEA6124454
ERR3623445	Available	GCA_042045295.1	SAMEA6124459
ERR3623453	Available	GCA_042045135.1	SAMEA6124467
DRR237517	Available	GCA_042017435.1	SAMD00235480
DRR237535	Available	GCA_042017045.1	SAMD00235498
DRR237537	Available	GCA_042017025.1	SAMD00235500
DRR248365	Available	GCA_042016335.1	SAMD00247492
DRR248432	Available	GCA_042015125.1	SAMD00247559
DRR248436	Available	GCA_042015015.1	SAMD00247563
DRR248447	Available	GCA_042014835.1	SAMD00247574
DRR248458	Available	GCA_042014615.1	SAMD00247585
DRR237453	Available	GCA_042019025.1	SAMD00235412
DRR237499	Available	GCA_042017735.1	SAMD00235462
DRR237503	Available	GCA_042017655.1	SAMD00235466
DRR237523	Available	GCA_042017295.1	SAMD00235486
DRR248384	Available	GCA_042015985.1	SAMD00247511
DRR248390	Available	GCA_042015875.1	SAMD00247517
DRR248449	Available	GCA_042014795.1	SAMD00247576
SRR12011627	Available	GCA_042014415.1	SAMN15235510
ERR1469578	Available	GCA_042013295.1	SAMEA3373471
ERR1469584	Available	GCA_042013195.1	SAMEA3373479
ERR1469589	Available	GCA_042013055.1	SAMEA3373487
ERR1469671	Available	GCA_042011875.1	SAMEA3390269
ERR1469711	Available	GCA_042011405.1	SAMEA3374682
ERR1469753	Available	GCA_042010615.1	SAMEA3374725
ERR1514680	Available	GCA_042009685.1	SAMEA3431691
ERR1514726	Available	GCA_042008815.1	SAMEA3431746
ERR1528162	Available	GCA_042005685.1	SAMEA3431837
ERR1528167	Available	GCA_042005565.1	SAMEA3431847
ERR1528264	Available	GCA_042003585.1	SAMEA3431824
ERR1528326	Available	GCA_042002505.1	SAMEA3431794
ERR1549750	Available	GCA_042001025.1	SAMEA3468219
ERR1549759	Available	GCA_042000705.1	SAMEA3468237
ERR1549786	Available	GCA_042000185.1	SAMEA3468178
ERR1560778	Available	GCA_041977015.1	SAMEA3485567
ERR1560807	Available	GCA_041976565.1	SAMEA3485596
ERR1560869	Available	GCA_041975385.1	SAMEA3485658
ERR1602746	Available	GCA_041973745.1	SAMEA3485748
ERR1602778	Available	GCA_041973335.1	SAMEA3485404
ERR1680304	Available	GCA_041972465.1	SAMEA3431697
ERR1469645	Available	GCA_042012135.1	SAMEA3390235
ERR1514762	Available	GCA_042008005.1	SAMEA3431972
ERR1528173	Available	GCA_042005405.1	SAMEA3431859
ERR1469606	Available	GCA_042012685.1	SAMEA3373508
ERR1469739	Available	GCA_042010785.1	SAMEA3374711
ERR1471148	Available	GCA_042009885.1	SAMEA3390244
ERR1514830	Available	GCA_042006685.1	SAMEA3431967
ERR1528246	Available	GCA_042003965.1	SAMEA3431790
ERR1560774	Available	GCA_041977175.1	SAMEA3485563
ERR1560801	Available	GCA_041976685.1	SAMEA3485590
ERR1560841	Available	GCA_041975965.1	SAMEA3485630
ERR1560856	Available	GCA_041975705.1	SAMEA3485645
ERR1560888	Available	GCA_041975005.1	SAMEA3485677
ERR1560939	Available	GCA_041974005.1	SAMEA3485729
ERR1549775	Available	GCA_042000365.1	SAMEA3468148
ERR1555244	Available	GCA_041977275.1	SAMEA3468303
ERR1560799	Available	GCA_041976705.1	SAMEA3485588
ERR1560802	Available	GCA_041976665.1	SAMEA3485591
ERR1560845	Available	GCA_041975885.1	SAMEA3485634
ERR1560931	Available	GCA_041974225.1	SAMEA3485721
ERR1602772	Available	GCA_041973245.1	SAMEA3485398
ERR1680316	Available	GCA_041972325.1	SAMEA3468096
ERR1764360	Available	GCA_041972245.1	SAMEA3507425
ERR1469623	Available	GCA_042012365.1	SAMEA3373533
ERR1471135	Available	GCA_042010175.1	SAMEA3373520
ERR1514827	Available	GCA_042006745.1	SAMEA3432450
ERR1528203	Available	GCA_042004745.1	SAMEA3431918
ERR1528270	Available	GCA_042003545.1	SAMEA3431836
ERR1528325	Available	GCA_042002525.1	SAMEA3431791
ERR1549687	Available	GCA_042002145.1	SAMEA3468098
ERR1560868	Available	GCA_041975445.1	SAMEA3485657
ERR1560936	Available	GCA_041974175.1	SAMEA3485726
ERR1680305	Available	GCA_041972595.1	SAMEA3431704
ERR1514815	Available	GCA_042007025.1	SAMEA3432438
ERR1528144	Available	GCA_042006005.1	SAMEA3431676
ERR1549741	Available	GCA_042000925.1	SAMEA3468199
ERR1560866	Available	GCA_041975475.1	SAMEA3485655
ERR1560909	Available	GCA_041974655.1	SAMEA3485698
ERR1602774	Available	GCA_041973225.1	SAMEA3485400
ERR1469592	Available	GCA_042013035.1	SAMEA3373490
ERR1469656	Available	GCA_042012015.1	SAMEA3390251
SRR16644374	Available	GCA_037832505.1	SAMN13918326
SRR16644384	Available	GCA_037832105.1	SAMN13839990
SRR16644471	Available	GCA_037830445.1	SAMN12821387
SRR16644496	Available	GCA_037830045.1	SAMN12708633
SRR16644581	Available	GCA_037828405.1	SAMN12662298
SRR16643901	Available	GCA_042112945.1	SAMN11108622
SRR16643998	Available	GCA_037840385.1	SAMN11108626
SRR16644008	Available	GCA_037840205.1	SAMN12545766
SRR16644040	Available	GCA_037839705.1	SAMN13839977
SRR16644105	Available	GCA_037838465.1	SAMN12723242
SRR16644195	Available	GCA_037836675.1	SAMN13839989
SRR16644215	Available	GCA_037836335.1	SAMN13412377
SRR16644324	Available	GCA_037833975.1	SAMN11619140
SRR16644356	Available	GCA_037832995.1	SAMN13840037
SRR16644379	Available	GCA_037832295.1	SAMN13840030
SRR16644518	Available	GCA_037829595.1	SAMN13447495
SRR16644528	Available	GCA_037829395.1	SAMN13839873
SRR16644571	Available	GCA_037828585.1	SAMN13918362
SRR16644615	Available	GCA_037827655.1	SAMN13839953
SRR16643940	Available	GCA_037841455.1	SAMN13330249
SRR16644010	Available	GCA_037840185.1	SAMN12545765
SRR16644056	Available	GCA_037839395.1	SAMN11477549
SRR16644189	Available	GCA_037836795.1	SAMN12058437
SRR16644244	Available	GCA_037835775.1	SAMN12609989
SRR16644351	Available	GCA_037833305.1	SAMN11581157
SRR16644381	Available	GCA_037832115.1	SAMN13840015
SRR16644457	Available	GCA_037830485.1	SAMN11288765
SRR16644560	Available	GCA_037828785.1	SAMN11811040
SRR16643899	Available	GCA_037842135.1	SAMN12635978
SRR16643944	Available	GCA_037841375.1	SAMN13330229
SRR16643964	Available	GCA_037840995.1	SAMN12880947
SRR16644016	Available	GCA_037840085.1	SAMN12545759
SRR16644081	Available	GCA_037838895.1	SAMN12587551
SRR16644118	Available	GCA_037838185.1	SAMN11131612
SRR16644223	Available	GCA_037836155.1	SAMN11108615
SRR16644427	Available	GCA_037831255.1	SAMN13330273
SRR16644626	Available	GCA_037827495.1	SAMN11811021
SRR16644694	Available	GCA_037826105.1	SAMN12341820
SRR16644716	Available	GCA_037825755.1	SAMN11477561
SRR16643917	Available	GCA_037841945.1	SAMN12587553
SRR16644186	Available	GCA_037836915.1	SAMN12172741
SRR16644221	Available	GCA_037836215.1	SAMN11811023
SRR16644637	Available	GCA_037827255.1	SAMN11811020
SRR16644654	Available	GCA_037826935.1	SAMN11288767
SRR16644538	Available	GCA_037829195.1	SAMN11463695
SRR5990382	Available	GCA_042132825.1	SAMN07271509
SRR16683470	Available	GCA_037728225.1	SAMN22824142
SRR16683491	Available	GCA_037727405.1	SAMN22824123
SRR16683496	Available	GCA_037727205.1	SAMN22824119
SRR16683533	Available	GCA_037725725.1	SAMN22823913
SRR16683593	Available	GCA_037723335.1	SAMN22824082
SRR16683618	Available	GCA_037722475.1	SAMN22824341
SRR16683630	Available	GCA_037722295.1	SAMN22823935
SRR16683695	Available	GCA_037719775.1	SAMN22824020
SRR16683725	Available	GCA_037718745.1	SAMN22823992
SRR16683438	Available	GCA_037728965.1	SAMN22823988
SRR16683440	Available	GCA_037728905.1	SAMN22823986
SRR16683475	Available	GCA_037728105.1	SAMN22824138
SRR16683480	Available	GCA_037727785.1	SAMN22824133
SRR16683536	Available	GCA_037725645.1	SAMN22824108
SRR16683659	Available	GCA_037721155.1	SAMN22824052
SRR16683664	Available	GCA_037720955.1	SAMN22824048
SRR16683688	Available	GCA_037720115.1	SAMN22824026
SRR16683741	Available	GCA_037718445.1	SAMN22824306
SRR16683776	Available	GCA_037717715.1	SAMN22824275
SRR16683781	Available	GCA_037717655.1	SAMN22823929
SRR16683788	Available	GCA_037717495.1	SAMN22824264
SRR16683828	Available	GCA_037716715.1	SAMN22824228
SRR16683883	Available	GCA_037715605.1	SAMN22824179
SRR16683888	Available	GCA_037715495.1	SAMN22824174
SRR16683501	Available	GCA_037727045.1	SAMN22823981
SRR16683521	Available	GCA_037726175.1	SAMN22823963
ERR1082196	Available	GCA_037715265.1	SAMEA3463129
SRR1661173	Available	GCA_042063565.1	SAMN03201519
SRR1661228	Available	GCA_042062675.1	SAMN03201574
SRR1661270	Available	GCA_042062295.1	SAMN03201616
SRR1661156	Available	GCA_042063705.1	SAMN03201502
SRR1661166	Available	GCA_042063515.1	SAMN03201512
SRR1661201	Available	GCA_042063075.1	SAMN03201547
SRR1661324	Available	GCA_042061595.1	SAMN03201670
SRR1661189	Available	GCA_042063295.1	SAMN03201535
SRR1661212	Available	GCA_042062895.1	SAMN03201558
SRR1661220	Available	GCA_042062795.1	SAMN03201566
SRR1661230	Available	GCA_042062615.1	SAMN03201576
DRR124715	Available	GCA_042060995.1	SAMD00099427
DRR124743	Available	GCA_042060515.1	SAMD00099455
DRR124828	Available	GCA_042058855.1	SAMD00099540
DRR124868	Available	GCA_042058075.1	SAMD00099580
DRR124780	Available	GCA_042059835.1	SAMD00099492
DRR124847	Available	GCA_042058475.1	SAMD00099559
DRR124701	Available	GCA_042061255.1	SAMD00099413
DRR124799	Available	GCA_042059455.1	SAMD00099511
DRR124844	Available	GCA_042058675.1	SAMD00099556
SRR7226405	Available	GCA_042057055.1	SAMN09273332
SRR7226415	Available	GCA_042056855.1	SAMN09273306
DRR124713	Available	GCA_042061075.1	SAMD00099425
DRR124723	Available	GCA_042060875.1	SAMD00099435
DRR124729	Available	GCA_042060815.1	SAMD00099441
DRR124781	Available	GCA_042059755.1	SAMD00099493
DRR124883	Available	GCA_042057755.1	SAMD00099595
DRR117970	Available	GCA_042056495.1	SAMD00105890
ERR1471122	Available	GCA_042010395.1	SAMEA3373460
ERR1471147	Available	GCA_042009915.1	SAMEA3390236
ERR1514707	Available	GCA_042009145.1	SAMEA3431725
ERR1528180	Available	GCA_042005305.1	SAMEA3431873
ERR1528226	Available	GCA_042004385.1	SAMEA3431944
ERR1528257	Available	GCA_042003785.1	SAMEA3431811
ERR1528332	Available	GCA_042002425.1	SAMEA3431806
ERR1555219	Available	GCA_041977805.1	SAMEA3468278
ERR1555229	Available	GCA_041977605.1	SAMEA3468288
ERR1560847	Available	GCA_041975845.1	SAMEA3485636
ERR1560903	Available	GCA_041974835.1	SAMEA3485692
ERR1680302	Available	GCA_041972505.1	SAMEA3431689
ERR1469577	Available	GCA_042013315.1	SAMEA3373470
ERR1469682	Available	GCA_042011655.1	SAMEA3390290
ERR1471127	Available	GCA_042010255.1	SAMEA3373484
ERR1514712	Available	GCA_042008975.1	SAMEA3431730
ERR1514724	Available	GCA_042008835.1	SAMEA3431742
ERR1514799	Available	GCA_042007305.1	SAMEA3432422
ERR1560842	Available	GCA_041975945.1	SAMEA3485631
ERR1602775	Available	GCA_041973145.1	SAMEA3485401
ERR349894	Available	GCA_041957355.1	SAMEA2072158
ERR349911	Available	GCA_041957045.1	SAMEA2072311
ERR349968	Available	GCA_041955775.1	SAMEA2072463
ERR388391	Available	GCA_041953635.1	SAMEA2080395
ERR388397	Available	GCA_041953535.1	SAMEA2080397
ERR363600	Available	GCA_041970985.1	SAMEA2157220
ERR363622	Available	GCA_041952095.1	SAMEA2156080
ERR363650	Available	GCA_041951645.1	SAMEA2159272
ERR449507	Available	GCA_041950755.1	SAMEA2201915
ERR388325	Available	GCA_041954685.1	SAMEA2080314
ERR388400	Available	GCA_041971365.1	SAMEA2080398
ERR388428	Available	GCA_041953105.1	SAMEA2076959
ERR363654	Available	GCA_041951565.1	SAMEA2163110
ERR449521	Available	GCA_041970595.1	SAMEA2201929
ERR349915	Available	GCA_041972075.1	SAMEA2074569
ERR388370	Available	GCA_041953895.1	SAMEA2080388
ERR388287	Available	GCA_041955455.1	SAMEA2076399
ERR1528136	Available	GCA_042006245.1	SAMEA3431668
ERR1528311	Available	GCA_042002765.1	SAMEA3431919
ERR1549683	Available	GCA_042002225.1	SAMEA3468093
ERR1549730	Available	GCA_042001265.1	SAMEA3468177
ERR1555157	Available	GCA_041999985.1	SAMEA3468196
ERR1555167	Available	GCA_041999825.1	SAMEA3468214
ERR1555173	Available	GCA_041999665.1	SAMEA3468226
ERR1560798	Available	GCA_041976745.1	SAMEA3485587
ERR1560885	Available	GCA_041975105.1	SAMEA3485674
ERR1602750	Available	GCA_041973725.1	SAMEA3485752
ERR1602752	Available	GCA_041973645.1	SAMEA3485378
ERR1602761	Available	GCA_041973495.1	SAMEA3485387
ERR1469625	Available	GCA_042012405.1	SAMEA3373537
ERR1469680	Available	GCA_042011695.1	SAMEA3390288
ERR1514742	Available	GCA_042008435.1	SAMEA3431763
ERR1514772	Available	GCA_042007855.1	SAMEA3431993
ERR1528126	Available	GCA_042006385.1	SAMEA3431658
ERR1549733	Available	GCA_042001205.1	SAMEA3468184
ERR1560803	Available	GCA_041976645.1	SAMEA3485592
ERR1602781	Available	GCA_041973105.1	SAMEA3485407
ERR1469643	Available	GCA_042012165.1	SAMEA3390233
ERR1469723	Available	GCA_042011165.1	SAMEA3374694
ERR1514733	Available	GCA_042008635.1	SAMEA3431754
ERR1528271	Available	GCA_042003505.1	SAMEA3431838
ERR1528278	Available	GCA_042003405.1	SAMEA3431851
ERR1528323	Available	GCA_042002565.1	SAMEA3431788
ERR1528333	Available	GCA_042002365.1	SAMEA3431808
ERR1549758	Available	GCA_042000725.1	SAMEA3468234
ERR1549768	Available	GCA_042000525.1	SAMEA3468135
ERR1560934	Available	GCA_041974165.1	SAMEA3485724
ERR1602753	Available	GCA_041973655.1	SAMEA3485379
ERR1602794	Available	GCA_041972865.1	SAMEA3485420
ERR1469580	Available	GCA_042013275.1	SAMEA3373473
ERR1469593	Available	GCA_042012995.1	SAMEA3373491
ERR1469600	Available	GCA_042012855.1	SAMEA3373501
ERR1469603	Available	GCA_042012785.1	SAMEA3373504
ERR1469734	Available	GCA_042010985.1	SAMEA3374705
ERR1469746	Available	GCA_042010845.1	SAMEA3374718
ERR1471121	Available	GCA_042010375.1	SAMEA3373454
ERR1471142	Available	GCA_042009955.1	SAMEA3373536
ERR1514719	Available	GCA_042008875.1	SAMEA3431737
ERR1514794	Available	GCA_042007405.1	SAMEA3432417
ERR1514841	Available	GCA_042006445.1	SAMEA3431988
ERR1528170	Available	GCA_042005525.1	SAMEA3431853
ERR1528245	Available	GCA_042003985.1	SAMEA3431787
ERR1528275	Available	GCA_042003485.1	SAMEA3431846
ERR1549713	Available	GCA_042001595.1	SAMEA3468143
ERR1549721	Available	GCA_042001465.1	SAMEA3468160
ERR1549777	Available	GCA_042000335.1	SAMEA3468154
ERR1555189	Available	GCA_041999385.1	SAMEA3468248
ERR1555216	Available	GCA_041977845.1	SAMEA3468275
ERR1555226	Available	GCA_041977645.1	SAMEA3468285
ERR1560835	Available	GCA_041976045.1	SAMEA3485624
ERR1560896	Available	GCA_041974785.1	SAMEA3485685
ERR1528200	Available	GCA_042004925.1	SAMEA3431912
ERR1528210	Available	GCA_042004885.1	SAMEA3431928
ERR1528287	Available	GCA_042003285.1	SAMEA3431870
ERR1549679	Available	GCA_042002285.1	SAMEA3468089
ERR1560820	Available	GCA_041976325.1	SAMEA3485609
ERR1560938	Available	GCA_041974015.1	SAMEA3485728
ERR349906	Available	GCA_041957215.1	SAMEA2072309
ERR349963	Available	GCA_041955825.1	SAMEA2074784
ERR349973	Available	GCA_041955675.1	SAMEA2074762
DRR117980	Available	GCA_042056275.1	SAMD00105900
DRR117985	Available	GCA_042056165.1	SAMD00105905
DRR129098	Available	GCA_042055325.1	SAMD00116673
SRR6765337	Available	GCA_042054275.1	SAMN08583234
SRR6765392	Available	GCA_042053515.1	SAMN08583359
SRR6765444	Available	GCA_042052775.1	SAMN08583248
SRR6765509	Available	GCA_042051755.1	SAMN08583509
SRR6765546	Available	GCA_042051175.1	SAMN08583171
SRR6765561	Available	GCA_042050955.1	SAMN08583543
SRR6765632	Available	GCA_042049955.1	SAMN08583415
SRR6765691	Available	GCA_042049235.1	SAMN08583266
DRR117986	Available	GCA_042056145.1	SAMD00105906
DRR117993	Available	GCA_042055815.1	SAMD00105913
DRR129084	Available	GCA_042055675.1	SAMD00116659
SRR6765316	Available	GCA_042054655.1	SAMN08583425
SRR6765378	Available	GCA_042053695.1	SAMN08583355
SRR6765405	Available	GCA_042053315.1	SAMN08583309
SRR6765410	Available	GCA_042053235.1	SAMN08583306
SRR6765413	Available	GCA_042053155.1	SAMN08583305
SRR6765425	Available	GCA_042052995.1	SAMN08583586
SRR6765477	Available	GCA_042052255.1	SAMN08583512
SRR6765557	Available	GCA_042051015.1	SAMN08583446
SRR6765576	Available	GCA_042050735.1	SAMN08583449
SRR6765603	Available	GCA_042050415.1	SAMN08583468
SRR6765641	Available	GCA_042049835.1	SAMN08583495
ERR3623137	Available	GCA_042048555.1	SAMEA6124266
ERR3623155	Available	GCA_042048295.1	SAMEA6124284
ERR3623177	Available	GCA_042047895.1	SAMEA6124305
ERR3623201	Available	GCA_042047415.1	SAMEA6124329
ERR3623216	Available	GCA_042047115.1	SAMEA6124343
ERR3623224	Available	GCA_042046955.1	SAMEA6124351
ERR3623227	Available	GCA_042046895.1	SAMEA6124354
